formula helper 1,,,uncategorized,,"README                
the formula helpers work by                 
* matching strings in green        
* explicitly-NOT-matching strings in RED 
      which start with ""~""        

Note: use ""NA_HELPER"" instead of """"                
  because SEARCH("""",""hello"") returns 1                ",,,"""match course""",course,MMC,major,prof,minor,concentration,department,time,date,ge_area,term,number,club,tutoring,topics,rating,requirement,building,,course,MMC,prof,,,
1041,50,C1,,,,,Who has donated to the statistics department?,Here is the list of donors: [NAME].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1042,51,C1,,,,,How many students are there in the stats major?,There are [INTEGER] students.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1043,52,C1,,,,,How many students are there in the stats minor?,There are [INTEGER] students.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1044,53,C1,,,,,What is the unit requirement for the statistics major?,The unit requirement is [INTEGER] units.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1045,54,C1,,,,,Does the department offer minors?," Yes, the minors offered are: [MINOR NAME]. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1046,55,C1,,,,,What minors are offered by the statistics department?,The statistics department offers [NAME].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1047,56,C1,,,,,Is there a statistics minor?,Yes. You can get more information from the [AREA] bot.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1048,57,C1,,,,,What classes do statistics minors need to take?,Refer to the [AREA] bot.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1049,58,C1,,,,,How many classes do statistics minors need to take?,Refer to the [AREA] bot.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1050,59,C1,,,,,What classes do statistics majors need to take?,Refer to the [AREA] bot.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1051,60,C1,,,,,How many classes do statistics majors need to take?,Refer to the [AREA] bot.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1052,61,C1,,,,,Who should I contact about the statistics minor?,Refer to the [AREA] bot.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1053,62,C1,,,,,How many statistics minors are there?,There are [INTEGER] statistics minors.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1054,63,C1,,,,,How many data science minors are there?,There are [INTEGER] data science minors.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1055,64,C1,,,,,How many actuarial preparation minors are there?,There are [INTEGER] actuarial preparation minors.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1056,65,C1,,,,,What are some minors that statistics students pick up?,The department offers the following minors: [NAME].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1057,66,C1,,,,,What is the unit requirement for the statistics minor?,Refer to the [AREA] bot.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1058,67,C1,,,,,Where do I turn in minor forms?,The minor forms can be turned in [LOCATION].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1059,68,C1,,,,,Is the Data Science Minor affiliated with the department?,Yes. Refer to the [AREA] bot for more information.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1060,69,C1,,,,,Does Cal Poly offer a MS in Statistics?,No.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1061,70,C1,,,,,Is there a Statistics masters?,No.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1062,71,C1,,,,,What is the SAS certificate program?,The SAS certification program is [INFO].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1063,72,C1,,,,,What courses does the statistics department offer?,Refer to the [AREA] bot.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1064,73,C1,,,,,Can you double major with statistics?,Refer to the [AREA] bot.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1065,74,C1,,,,,Where are the statistics minor forms?,The minor forms are [LOCATION].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1066,75,C1,,,,,What are the introductory statistics classes?,Refer to the [AREA] bot.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1067,76,C1,,,,,Are there any concentrations available in statistics?,No.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1068,77,C1,,,,,Does the department offer [COURSE NAME].,Yes/No.,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE NAME],NA,NA,NA,,,
1069,78,C1,,,,,What class is [COURSE NUMBER]?,[COURSE DESCRIPTION].,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[COURSE NUMBER],NA,NA,NA,,,
1070,79,C1,,,,,What will I learn in [COURSE NUMBER]?,[COURSE DESCRIPTION].,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[COURSE NUMBER],NA,NA,NA,,,
1071,80,C1,,,,,Is there a class on [COURSE NAME]?.," Yes, the class is [COURSE NUMBER]./No.",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE NAME],NA,NA,NA,,,
1072,81,C1,,,,,What class is [COURSE NAME]?,[COURSE NUMBER].,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE NAME],NA,NA,NA,,,
1073,82,C1,,,,,What is the name of [COURSE NUMBER]?,[COURSE NAME].,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[COURSE NUMBER],NA,NA,NA,,,
1074,83,C1,,,,,How many units is [COURSE NAME]?,[INTEGER] units.,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE NAME],NA,NA,NA,,,
1075,84,C1,,,,,How many units is [COURSE NUMBER]?,[INTEGER] units.,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[COURSE NUMBER],NA,NA,NA,,,
1076,85,C1,,,,,Are there any workshops or study sessions available for [COURSE NUMBER]?,Refer to the [AREA] bot.,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[COURSE NUMBER],NA,NA,NA,,,
1077,86,C1,,,,,Is there a statistics club?," Yes, Refer to the [AREA] bot for more information. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1078,87,C1,,,,,Does the department sponsor any clubs?," Yes, there is a statistics club.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1079,88,C1,,,,,How do I join the statistics club?,Refer to the [AREA] bot.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1080,89,C1,,,,,Does the statistics department offer grants?," Yes, the statistics department offers [NAME].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1081,90,C1,,,,,Does the statistics department offer scholarships?," Yes, the statistics department offers [NAME].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1082,91,C1,,,,,Does the department offer financial aid?," Yes, you can get more information here [LINK].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1083,92,C1,,,,,How do I apply for scholarships?,More information about scholarships can be found here: [LINK].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1084,93,C1,,,,,Does the department recognize high-achieving students?," Yes, the department offers awards and scholarships to students. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1085,94,C1,,,,,Who should I reach out to about my advisor?,[NAME].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1086,95,C1,,,,,Where is the statistics advising center?,The advising center is in [LOCATION].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1087,96,C1,,,,,Where can I get career advice?," The College of Science and Math has an advising center, get more information here [LINK].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1088,97,C1,,,,,Does the statistics department offer consulting?,Yes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1089,98,C1,,,,,What consulting does the department offer?,[INFO].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1090,99,C1,,,,,Who can I contact about consulting in the statistics department?,You can contact [ NAME].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1091,100,C1,,,,,How much is the consulting?,[INFO].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1092,101,C1,,,,,Are there research opportunities?," Yes, you can get more information about research here: [LINK].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1093,102,C1,,,,,What are there research opportunities?,[INFO].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1094,103,C1,,,,,Is there a professor doing research in [FIELD]?,Yes. / No.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[FIELD],NA,NA,NA,,,
1095,104,C1,,,,,What is the Frost research program? Â ,The Frost research program is [INFO].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1096,105,C1,,,,,How do I apply for research opportunities within the statistics department?,You can apply here [LINK].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1097,106,C1,,,,,Are research opportunities paid?,Refer to the specific researchÂ opportunity here [LINK].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1098,107,C1,,,,,Are there any department-sponsored statistics projects?,[INFO].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1099,108,C1,,,,,Is there an alumni network?," Yes, [INFO].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1100,109,C1,,,,,How can I contact statistics alumni?,Contact alumni here [CONTACT].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1101,110,C1,,,,,Are there grading positions available within the statistics department?," Yes, you should contact [NAME] for more information. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1102,111,C1,,,,,Are there any TA positions?," Yes, you should contact [NAME] for more information. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1103,112,C1,,,,,Can I be a teachers assistant within the statistics department?," Yes, you should contact [NAME] for more information. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1104,113,C1,,,,,Can I sign up as a tutor?," Yes, refer to the [AREA] bot for more information.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1105,114,C1,,,,,Are there any jobs available within the statistics department?,You should contact [NAME] for more information.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1106,115,C1,,,,,Are there tutoring positions available?," There may be, you should refer to the [AREA] bot for more information.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1107,116,C1,,,,,Can I work with other people for my senior project?,You should contact your advisor.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1108,117,C1,,,,,Can I work with people in other majors for statistics my senior project?,You should contact your advisor.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1109,118,C1,,,,,What are my options for the senior project?Â ,You should contact your advisor.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1110,119,C1,,,,,Where can I access previous students senior projects?,You can attend the senior project presentations.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1111,120,C1,,,,,How can I get advice about a senior project idea?,You should contact your advisor.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1112,0,A1,,,,,What clubs does the [Department] department offer?,"The following clubs are in the [Department] department: [Club], â¦.",NA,NA,NA,NA,NA,NA,[DEPARTMENT],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Department],NA,NA,NA,,,
1113,1,A1,,,,,How many clubs are in the [Department] department?,There are [Number] clubs.,NA,NA,NA,NA,NA,NA,[DEPARTMENT],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Department],NA,NA,NA,,,
1114,2,A1,,,,,Does [Faculty] advise any clubs in the [Department] department?,[Faculty] is the advisor of the [Club] club.,NA,NA,NA,[PROF],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Faculty],NA,NA,NA,[Department],,
1115,3,A1,,,,,Who is the advisor of the [Club] club?,[Faculty] is the advisor of the [Club] club.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Club],NA,NA,NA,,,
1116,4,A1,,,,,What is the email of the President of the [Club] club?,[Person]âs email is [Email].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Club],NA,NA,NA,,,
1117,5,A1,,,,,What type of club is the [Club] club?,It is a [Type] club.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Club],NA,NA,NA,,,
1118,6,A1,,,,,What types of clubs does the [Department] department offer?,"[Club(s)] are (is a) [Type] club(s),â¦.",NA,NA,NA,NA,NA,NA,[DEPARTMENT],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Department],NA,NA,NA,,,
1119,7,A1,,,,,What is the email for the advisor of the [Club] club?,[Faculty]âs email is [Email].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Club],NA,NA,NA,,,
1120,8,A1,,,,,What is the [Club] club?,[Club-Description],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Club],NA,NA,NA,,,
1121,9,A1,,,,,What is the homepage of the [Club] club?,The homepage is [Club-Website].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Club],NA,NA,NA,,,
1122,10,A1,,,,,What is the box number of the [Club] club?,The box number to the [Club] club is [Box-Number].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Club],NA,NA,NA,,,
1123,11,A1,,,,,What is the email for the [Club] club?,The email for the [Club] club is [Email].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Club],NA,NA,NA,,,
1124,12,A1,,,,,What are the social media accounts for the [Club] club?,[Club] clubâs Facebook page is [Facebook]. [Club] clubâs Instagram account is [Instagram].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Club],NA,NA,NA,,,
1125,14,A1,,,,,How many people follow the [Stat-Club] clubâs Facebook page?,[Followers] follow the [Stat-Club] clubâs Facebook page.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Stat-Club],NA,NA,NA,,,
1126,15,A1,,,,,Are there any new posts on the [Stat-Club] clubâs Facebook page?,There are [Posts] new posts today and [Posts] posts in the past 30 days on the [Stat-Club] clubâs Facebook page.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Stat-Club],NA,NA,NA,,,
1127,16,A1,,,,,What is the next event for [Stat-Club]?,The next event is [Stat-Event] on [Date].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Stat-Club],NA,NA,NA,,,
1128,17,A1,,,,,When is the next event for [Stat-Club]?,The next event is [Stat-Event] on [Date].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Stat-Club],NA,NA,NA,,,
1129,20,A1,,,,,How many people follow the [CSSE-Club] clubâs Facebook page?,[Followers] follow the [CSSE-Club] clubâs Facebook page.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[CSSE-Club],NA,NA,NA,,,
1130,21,A1,,,,,What is the next event for [CSSE-Club]?,The next event is [CSSE-Event] on [Date].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[CSSE-Club],NA,NA,NA,,,
1131,22,A1,,,,,When is the next event for [CSSE-Club]?,The next event is [CSSE-Event] on [Date].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[CSSE-Club],NA,NA,NA,,,
1132,23,A1,,,,,Is there an event for [CSSE-Club] on [Date]?(No.,Yes. There is [CSSE-Event].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[CSSE-Club],NA,NA,NA,[Date],,
1133,24,A1,,,,,Who are the officers for [Stat-Club] club?,"The officers for [Stat-Club] are: [Person] ([Position]),â¦.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Stat-Club],NA,NA,NA,,,
1134,25,A1,,,,,Who are the officers for [CSSE-Club] club?,"The officers for [CSSE-Club] are: [Person] ([Position]),â¦.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[CSSE-Club],NA,NA,NA,,,
1135,26,A1,,,,,When are the meetings for [Stat-Club] club?,The meetings are [Day] at [Time] in room [Room].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Stat-Club],NA,NA,NA,,,
1136,27,A1,,,,,When are the meetings for [CSSE-Club] club?,The meetings are [Day] at [Time] in room [Room].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[CSSE-Club],NA,NA,NA,,,
1137,28,A1,,,,,When is the next meeting for [Stat-Club] club?,The next meeting is at [Date] at [Time] in room [Room].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Stat-Club],NA,NA,NA,,,
1138,29,A1,,,,,When is the next meeting for [CSSE-Club] club?,The next meeting is at [Date] at [Time] in room [Room].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[CSSE-Club],NA,NA,NA,,,
1139,32,A1,,,,,Where is [Stat-Club] located?,[Stat-Club] is located in [Room].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Stat-Club],NA,NA,NA,,,
1140,33,A1,,,,,Where is [CSSE-Club] located?,[CSSE-Club] is located in [Room].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[CSSE-Club],NA,NA,NA,,,
1141,35,A1,,,,,Does [CSSE-Club] have their own room? (No.,Yes.),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[CSSE-Club],NA,NA,NA,,,
1142,38,A1,,,,,What are the technical tracks option for SLO Hacks club?,They are [Tracks].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
1143,39,A1,,,,,What college is affiliated with the [Club] club?,The College of [College].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Club],NA,NA,NA,,,
1144,40,A1,,,,,What are some past events of the [Stat-Club] club?,"Some past events are [Stat-Event] on [Date],â¦.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Stat-Club],NA,NA,NA,,,
1145,41,A1,,,,,What are some past events of the [CSSE-Club] club?,"Some past events are [CSSE-Event] on [Date],â¦",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[CSSE-Club],NA,NA,NA,,,
1146,42,A1,,,,,What was the last event of the [Stat-Club] club?,The last event was [Stat-Event] on [Date].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Stat-Club],NA,NA,NA,,,
1147,43,A1,,,,,What was the last event of the [CSSE-Club] club?,The last event was [CSSE-Event] on [Date].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[CSSE-Club],NA,NA,NA,,,
1148,44,A1,,,,,When was the last event of [Stat-Club] club?,The last event was [Stat-Event] on [Date].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Stat-Club],NA,NA,NA,,,
1149,45,A1,,,,,When was the last event of [CSSE-Club] club?,The last event was [Stat-Event] on [Date].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[CSSE-Club],NA,NA,NA,,,
1150,46,A1,,,,,Who is the president of the [Club] club?,[Person] is the president.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Club],NA,NA,NA,,,
1151,47,A1,,,,,Who is the vice president of the [Club] club?,[Person] is the vice president.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Club],NA,NA,NA,,,
1152,48,A1,,,,,Who is the secretary of the [Club] club?,[Person] is the secretary.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Club],NA,NA,NA,,,
1153,49,A1,,,,,Who is the treasurer of the [Club] club?,[Person] is the treasurer.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Club],NA,NA,NA,,,
1154,50,A1,,,,,How can I contact [Club]?,Contact [Club] via [Email].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Club],NA,NA,NA,,,
1155,53,A1,,,,,What is the phone number of the President of the [Club] club?,[Person]âs phone number is [Phone Number].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Club],NA,NA,NA,,,
1156,54,A1,,,,,What is the phone number of the Advisor of the [Club] club?,[Faculty]âs phone number is [Phone Number].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Club],NA,NA,NA,,,
1157,55,A1,,,,,How many people posted on the [Stat-Club] clubâs Facebook page in the past 30 days?,[Number] people posted on the page.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Stat-Club],NA,NA,NA,,,
1158,56,A1,,,,,How many people joined the [Stat-Club] clubâs Facebook page in the past 30 days?,[Number] people joined the page.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[Stat-Club],NA,NA,NA,,,
1159,57,A1,,,,,How many people posted on the [CSSE-Club] clubâs Facebook page in the past 30 days?,[Number] people posted on the page.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLUB],NA,NA,NA,NA,NA,[CSSE-Club],NA,NA,NA,,,
